Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Geographical_Distribution,Schedule_Pressure,Budget_Utilization_Rate,Market_Volatility,Integration_Complexity,Resource_Availability,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Project_ID,Project_Type,Methodology_Used,Team_Experience_Level,Project_Phase,Requirement_Stability,Regulatory_Compliance_Level,Technology_Familiarity,Stakeholder_Engagement_Level,Executive_Sponsorship,Funding_Source,Priority_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Risk_Level
11.0,893730.29,11.0,3.32,11.0,1.0,3.0,4.4350000000000005,0.22,0.79,1.0,5.78,5.0,0.0,0.93,0.11,9.9,0.83,0.61,0.0,0.71,0.7000000000000001,4.0,3.0,1.0,PROJ_3153,IT,Kanban,Mixed,Monitoring,Stable,Low,Familiar,Poor,Moderate,Mixed,Medium,Junior PM,Optimizing,High,Limited,Mixed,Time & Materials,Medium,Moderate,Regular,Advanced,Advanced,Partially Colocated,Excellent,Low
14.0,1181210.03,17.0,5.74,8.0,2.0,4.0,0.85,0.47,0.9,3.0,0.48,4.0,0.0,1.27,0.79,9.05,0.55,1.05,5.0,0.52,0.0,6.0,1.0,1.0,PROJ_3154,Marketing,Agile,Mixed,Initiation,Stable,High,New,Medium,Strong,Government,Critical,Junior PM,Optimizing,High,Good,0,Cost-Plus,High,Moderate,Regular,Advanced,Advanced,Fully Colocated,Good,Medium
26.0,1862541.25,18.0,3.56,15.0,2.0,2.0,1.55,0.12,0.77,3.5,1.67,3.0,0.0,1.04,0.81,5.25,0.55,1.7,7.0,0.91,0.0,3.0,2.0,1.0,PROJ_3155,Construction,Waterfall,Mixed,Initiation,Volatile,Low,New,Medium,Strong,External,Medium,Junior PM,Optimizing,High,Good,0,Fixed-Price,High,Stable,Strategic,Advanced,Formal,Partially Colocated,Excellent,Medium
15.0,1209580.67,17.0,7.79,11.0,0.0,4.0,0.27,0.23,0.75,0.0,2.29,2.0,0.13,1.22,0.87,2.87,0.51,0.34,1.0,0.99,0.63,1.0,1.0,1.0,PROJ_3156,IT,Agile,Mixed,Closure,Moderate,Medium,Familiar,Medium,Moderate,External,Medium,Junior PM,Managed,Medium,Good,Modern/Stable,Time & Materials,Medium,Moderate,Regular,Formal,0,Fully Remote,Excellent,Medium
34.0,1971889.31,31.0,7.59,19.0,1.0,4.0,0.45,0.46,0.51,1.0,2.44,1.0,0.0,0.88,0.4,4.45,0.59,0.87,2.0,0.88,0.0,12.0,4.0,1.0,PROJ_3157,Construction,Waterfall,Junior,Closure,Moderate,Medium,New,Medium,Moderate,Internal,Low,Junior PM,Managed,High,Limited,0,Time & Materials,Medium,Moderate,Regular,Formal,Formal,Hybrid,Basic,Critical
5.0,483433.89,6.0,2.48,6.0,0.0,0.0,1.03,0.42,0.84,3.0,6.12,3.0,0.03,0.73,0.04,6.61,0.76,0.45,2.0,0.66,0.7000000000000001,11.0,1.0,1.0,PROJ_3158,IT,Kanban,Mixed,Planning,Volatile,High,Familiar,Low,Moderate,Mixed,Critical,Certified PM,Managed,Medium,Moderate,Legacy/Unstable,Hybrid,Medium,Stable,Occasional,Basic,Formal,Partially Colocated,Good,Medium
36.5,2379934.43,35.0,9.01,17.0,3.0,4.0,1.08,0.28,0.9,2.0,2.2,4.0,0.0,0.86,0.96,7.29,0.75,1.06,0.0,0.48,0.0,4.0,4.0,1.0,PROJ_3159,Construction,Waterfall,Senior,Initiation,Moderate,High,Familiar,Medium,Moderate,External,Low,Senior PM,Managed,Medium,Limited,0,Time & Materials,High,Extreme,Occasional,Formal,Formal,Partially Colocated,Excellent,Critical
10.0,624647.24,9.0,5.05,5.0,1.0,4.0,0.94,0.53,0.81,3.5,2.29,2.0,0.2,0.87,0.16,3.36,0.5,0.7,7.0,0.98,0.64,11.0,1.0,1.0,PROJ_3160,IT,Agile,Junior,Closure,Moderate,Critical,New,Low,Moderate,Government,Medium,Mid-level PM,Optimizing,High,Limited,Modern/Stable,Hybrid,Medium,Extreme,Occasional,Basic,Advanced,Hybrid,Basic,Medium
23.0,1795543.88,23.0,9.46,13.0,4.0,3.0,4.4350000000000005,0.22,0.5,1.0,4.4,4.0,0.03,0.85,0.35,4.99,0.72,0.16,3.0,0.76,0.0,10.0,10.0,1.0,PROJ_3161,R&D,Agile,Senior,Execution,Moderate,Medium,New,Medium,Moderate,External,Critical,Mid-level PM,Managed,Medium,Limited,0,Fixed-Price,Low,High,Occasional,Formal,Basic,Partially Colocated,Excellent,Medium
7.0,595485.7,7.0,3.61,10.0,0.0,0.0,2.14,0.52,1.0,2.0,2.23,3.0,0.2,1.07,0.2,9.5,0.82,0.7,5.0,0.96,0.7000000000000001,5.0,2.0,1.0,PROJ_3162,IT,Scrum,Mixed,Planning,Volatile,Critical,Familiar,Medium,Moderate,Internal,Critical,Junior PM,Optimizing,Strict,Moderate,Mixed,Cost-Plus,Medium,Stable,Regular,Formal,Advanced,Hybrid,Basic,Medium
4.0,431120.3,8.0,3.5,7.0,0.0,1.0,0.19,0.28,0.92,3.0,5.28,2.0,0.09,0.97,0.71,5.24,0.72,0.54,2.0,0.87,0.0,12.0,1.0,1.0,PROJ_3163,Manufacturing,Kanban,Senior,Closure,Moderate,Critical,Expert,Poor,Moderate,Government,High,Junior PM,Ad-hoc,Medium,Good,0,Time & Materials,High,Moderate,First-time,0,0,Fully Remote,Poor,High
13.0,1115659.78,25.0,10.0,14.0,2.0,7.0,2.0,0.6,0.83,2.0,2.54,4.0,0.0,1.14,0.07,4.65,0.89,2.33,5.0,0.97,0.47,4.0,4.0,1.0,PROJ_3164,IT,Kanban,Junior,Closure,Stable,High,Familiar,Excellent,Strong,Government,Low,Senior PM,Managed,Strict,Excellent,Mixed,Time & Materials,Medium,High,Occasional,Formal,Formal,Hybrid,Good,Low
21.0,1238691.03,15.0,4.06,15.0,3.0,1.0,0.82,0.18,0.66,1.0,4.28,2.0,0.0,1.0,0.45,3.17,0.6,2.16,0.0,0.44,0.0,12.0,4.0,1.0,PROJ_3165,Construction,Waterfall,Senior,Planning,Stable,Low,Familiar,High,Moderate,Government,Low,Mid-level PM,Managed,Medium,Moderate,0,Time & Materials,Low,Stable,Strategic,0,Basic,Hybrid,Excellent,Low
23.0,1177657.86,21.0,6.39,13.0,2.0,5.0,0.83,0.69,0.67,0.0,4.19,5.0,0.0,1.08,0.1,3.93,0.35,0.48,1.0,0.83,0.0,10.0,3.0,1.0,PROJ_3166,Manufacturing,Waterfall,Mixed,Planning,Moderate,Critical,Familiar,Medium,Weak,Internal,High,Senior PM,Defined,Low,Limited,0,Time & Materials,Medium,High,Regular,Basic,Formal,Fully Colocated,Basic,Medium
21.0,1731056.52,26.0,9.95,15.0,3.0,6.0,0.63,0.42,0.24,1.0,1.88,1.0,0.0,0.85,0.84,1.25,0.56,0.66,7.0,0.79,0.0,9.0,1.0,1.0,PROJ_3167,R&D,Scrum,Expert,Closure,Stable,Medium,Familiar,High,Moderate,External,High,Mid-level PM,Optimizing,Low,Good,0,Time & Materials,Medium,Moderate,Occasional,Advanced,Advanced,Hybrid,Basic,Medium
11.0,1010866.8,13.0,4.69,8.0,1.0,1.0,0.34,0.24,0.89,1.0,5.23,4.0,0.0,0.6,0.53,2.02,0.33,0.39,4.0,0.67,0.7000000000000001,8.0,4.0,1.0,PROJ_3168,IT,Kanban,Mixed,Closure,Moderate,Medium,Familiar,High,Strong,Internal,Low,Junior PM,Managed,Medium,Moderate,Mixed,Fixed-Price,Medium,Stable,Regular,Formal,Basic,Fully Remote,Poor,Medium
13.0,709215.15,19.0,8.71,11.0,3.0,5.0,0.59,0.09,0.6,1.0,3.91,2.0,0.13,0.85,0.34,8.06,0.33,0.3,3.0,0.85,0.0,1.0,3.0,1.0,PROJ_3169,Healthcare,Scrum,Senior,Execution,Stable,Medium,Expert,Low,Moderate,Government,Critical,Senior PM,Defined,Strict,Moderate,0,Time & Materials,Medium,Extreme,First-time,Basic,Basic,Hybrid,Basic,High
14.0,940154.92,19.0,8.86,7.0,2.0,3.0,2.77,0.17,0.7,1.0,5.27,3.0,0.14,0.84,0.81,3.47,0.99,0.24,6.0,0.77,0.14,7.0,5.0,1.0,PROJ_3170,IT,Agile,Senior,Closure,Moderate,High,Familiar,Low,Strong,Internal,Critical,Senior PM,Defined,High,Excellent,Legacy/Unstable,Time & Materials,Medium,Moderate,First-time,Basic,0,Fully Remote,Basic,High
24.0,1390040.09,22.0,5.4,12.0,1.0,4.0,0.4,0.32,0.89,0.0,1.92,3.0,0.0,0.74,0.41,2.91,0.36,0.87,2.0,0.73,0.0,10.0,2.0,1.0,PROJ_3171,Construction,Waterfall,Mixed,Initiation,Moderate,Low,Expert,Medium,Moderate,Internal,Critical,Junior PM,Managed,Medium,Limited,0,Fixed-Price,High,Moderate,Occasional,0,Basic,Fully Remote,Basic,Critical
4.0,495642.04,6.0,2.48,4.0,3.0,1.0,4.16,0.2,0.7,1.0,4.18,1.0,0.03,0.74,0.99,1.63,0.47,0.1,0.0,0.63,0.0,9.0,1.0,1.0,PROJ_3172,Healthcare,Agile,Expert,Planning,Stable,Low,Expert,Poor,Moderate,Mixed,Critical,Mid-level PM,Managed,Strict,Limited,0,Fixed-Price,Low,Stable,Strategic,0,Basic,Fully Remote,Excellent,Low
13.0,1237017.01,15.0,4.85,12.0,2.0,4.0,1.71,0.19,0.77,3.0,5.74,1.0,0.0,0.95,0.76,1.46,0.64,3.3999999999999995,3.0,0.64,0.0,2.0,4.0,1.0,PROJ_3173,R&D,Agile,Senior,Monitoring,Moderate,Critical,Familiar,Excellent,Strong,Mixed,Medium,Senior PM,Defined,Medium,Poor,0,Fixed-Price,High,Stable,Occasional,Basic,Basic,Partially Colocated,Poor,Medium
6.0,853132.81,11.0,4.53,7.0,3.0,3.0,0.11,0.07,0.77,3.0,3.95,5.0,0.03,1.13,0.93,2.72,0.41,0.45,0.0,0.7,0.0,7.0,2.0,1.0,PROJ_3174,Manufacturing,Kanban,Senior,Closure,Volatile,Critical,Familiar,Excellent,Strong,Mixed,Low,Mid-level PM,Managed,Medium,Good,0,Hybrid,Medium,Moderate,Regular,Formal,Formal,Hybrid,Basic,Medium
9.0,588795.51,11.0,3.73,7.0,1.0,3.0,1.88,0.12,0.61,1.0,3.41,5.0,0.0,0.85,0.88,3.77,0.6,1.92,7.0,0.96,0.03,2.0,4.0,1.0,PROJ_3175,IT,Agile,Senior,Execution,Moderate,Medium,Expert,Poor,Strong,Mixed,Critical,Mid-level PM,Managed,Medium,Limited,Modern/Stable,Cost-Plus,Low,Stable,First-time,Basic,Basic,Hybrid,Good,Low
5.0,381464.52,7.0,2.59,4.0,6.0,0.0,2.36,0.36,0.8,3.5,2.4,4.0,0.0,1.13,0.9,6.12,0.6,1.63,6.0,0.77,0.7000000000000001,1.0,2.0,1.0,PROJ_3176,IT,Agile,Senior,Closure,Stable,Low,Familiar,High,Moderate,Mixed,Low,Certified PM,Managed,Strict,Excellent,Modern/Stable,Fixed-Price,High,Stable,Occasional,Formal,Formal,Fully Colocated,Excellent,Low
20.0,1230910.06,16.0,3.68,15.0,0.0,3.0,1.72,0.29,0.33,2.0,0.41,1.0,0.0,0.94,0.46,8.12,0.52,1.41,3.0,0.7,0.0,6.0,6.0,1.0,PROJ_3177,Construction,Waterfall,Mixed,Monitoring,Volatile,Low,New,Low,Strong,Mixed,Low,Mid-level PM,Managed,Low,Limited,0,Fixed-Price,High,Stable,Occasional,0,Advanced,Fully Remote,Basic,Critical
11.0,1260875.6,17.0,6.87,12.0,3.0,4.0,1.31,0.09,0.93,1.0,4.07,3.0,0.01,1.0,0.41,4.5,0.42,1.72,2.0,0.69,0.0,11.0,6.0,1.0,PROJ_3178,Marketing,Agile,Expert,Initiation,Moderate,Critical,Expert,Excellent,Moderate,External,Medium,Senior PM,Optimizing,Medium,Excellent,0,Fixed-Price,Medium,High,Regular,Formal,Advanced,Fully Remote,Good,Low
7.0,716602.27,5.0,2.61,9.0,3.0,1.0,0.84,0.41,0.86,3.5,4.21,5.0,0.2,0.67,0.19,9.04,0.82,0.85,3.0,0.96,0.24,6.0,1.0,1.0,PROJ_3179,IT,Scrum,Mixed,Closure,Moderate,Low,Familiar,High,Moderate,External,Critical,Mid-level PM,Optimizing,Low,Excellent,Modern/Stable,Fixed-Price,Medium,Stable,Strategic,Advanced,Advanced,Hybrid,Good,Low
12.0,1212089.55,18.0,6.55,13.0,4.0,5.0,1.72,0.22,0.61,0.0,1.71,2.0,0.0,0.66,0.37,7.91,0.98,0.75,2.0,0.54,0.0,7.0,6.0,1.0,PROJ_3180,R&D,Agile,Expert,Closure,Stable,Critical,Familiar,Excellent,Moderate,Internal,Medium,Certified PM,Defined,Low,Excellent,0,Fixed-Price,Low,Moderate,Regular,Formal,Formal,Fully Colocated,Poor,Low
4.0,566453.51,13.0,6.17,5.0,4.0,2.0,0.64,0.35,0.85,2.0,0.83,1.0,0.16,0.86,0.66,3.64,0.66,1.23,3.0,0.66,0.0,9.0,5.0,1.0,PROJ_3181,Healthcare,Kanban,Junior,Planning,Volatile,Critical,New,Excellent,Moderate,Internal,Critical,Junior PM,Optimizing,Strict,Excellent,0,Time & Materials,Low,Moderate,First-time,Basic,Formal,Fully Remote,Good,High
14.0,945725.54,13.0,6.27,13.0,2.0,2.0,2.33,0.08,0.82,3.0,3.87,5.0,0.17,0.73,0.61,4.48,0.52,0.76,6.0,0.88,0.26,2.0,2.0,1.0,PROJ_3182,IT,Agile,Senior,Planning,Volatile,High,Familiar,Poor,Strong,Internal,Critical,Mid-level PM,Defined,High,Moderate,Modern/Stable,Time & Materials,Low,Stable,Regular,Basic,Formal,Partially Colocated,Good,Low
29.0,1672665.31,28.0,7.02,16.0,1.0,2.0,3.66,0.29,0.62,3.0,5.55,4.0,0.0,1.18,0.8,3.03,0.3,0.42,6.0,0.98,0.0,6.0,9.0,1.0,PROJ_3183,Construction,Waterfall,Junior,Initiation,Moderate,Critical,Familiar,Excellent,Weak,External,Low,Mid-level PM,Managed,Medium,Limited,0,Fixed-Price,Medium,Extreme,Occasional,Basic,Formal,Fully Remote,Good,Critical
6.0,874672.63,11.0,3.94,11.0,4.0,3.0,0.87,0.05,0.66,1.0,4.11,1.0,0.0,1.14,0.12,7.74,0.57,0.64,4.0,0.89,0.51,10.0,1.0,1.0,PROJ_3184,IT,Kanban,Senior,Closure,Moderate,Medium,Familiar,High,Strong,External,Low,Senior PM,Managed,Low,Excellent,Mixed,Hybrid,High,Stable,Strategic,Basic,Advanced,Partially Colocated,Good,Low
13.0,772921.16,19.0,9.17,10.0,2.0,6.0,0.28,0.22,0.4,2.0,7.83,5.0,0.17,0.91,0.26,3.95,0.95,0.61,7.0,0.4,0.22,8.0,3.0,1.0,PROJ_3185,IT,Agile,Senior,Closure,Moderate,Medium,Expert,Low,Strong,Government,Medium,Senior PM,Ad-hoc,High,Poor,Legacy/Unstable,Time & Materials,Medium,High,First-time,0,Basic,Hybrid,Good,Critical
5.0,411956.54,8.0,4.01,4.0,2.0,2.0,1.54,0.59,0.81,2.0,2.32,3.0,0.2,0.72,0.88,7.76,0.33,1.6,6.0,0.55,0.0,3.0,3.0,1.0,PROJ_3186,Marketing,Agile,Mixed,Closure,Moderate,Low,Expert,Poor,Moderate,Internal,Medium,Mid-level PM,Managed,Medium,Moderate,0,Hybrid,Low,High,First-time,Basic,Formal,Fully Remote,Good,High
12.0,802579.49,16.0,8.1,6.0,2.0,3.0,0.56,0.2,0.86,1.0,4.23,5.0,0.2,0.65,0.01,8.1,0.35,1.84,5.0,0.82,0.0,8.0,3.0,1.0,PROJ_3187,Healthcare,Scrum,Mixed,Planning,Moderate,High,Familiar,Excellent,Strong,External,Low,Senior PM,Managed,High,Moderate,0,Fixed-Price,Medium,High,First-time,Basic,Formal,Fully Colocated,Good,Medium
36.5,2105896.27,31.0,7.25,16.0,2.0,5.0,2.36,0.21,0.5,1.0,2.82,1.0,0.0,0.9,0.69,7.56,0.56,0.83,3.0,0.89,0.0,4.0,12.0,1.0,PROJ_3188,Construction,Waterfall,Senior,Monitoring,Stable,Medium,Familiar,Medium,Strong,External,Critical,Senior PM,Ad-hoc,Low,Limited,0,Hybrid,Medium,Moderate,Occasional,Basic,0,Partially Colocated,Basic,High
18.0,735574.82,15.0,4.64,10.0,3.0,4.0,1.05,0.2,0.79,3.5,4.47,1.0,0.0,1.27,0.0,5.39,0.45,0.53,7.0,0.51,0.0,1.0,4.0,1.0,PROJ_3189,Marketing,Waterfall,Senior,Planning,Moderate,High,Expert,Medium,Strong,Internal,Critical,Senior PM,Ad-hoc,High,Good,0,Cost-Plus,Medium,High,Regular,0,0,Hybrid,Basic,High
11.0,1182597.24,17.0,7.23,10.0,1.0,5.0,1.06,0.45,0.85,3.0,4.91,1.0,0.06,1.2,0.46,9.06,0.44,0.59,6.0,0.86,0.7000000000000001,1.0,6.0,1.0,PROJ_3190,IT,Scrum,Junior,Execution,Moderate,Medium,New,Low,Strong,External,Low,Mid-level PM,Optimizing,Strict,Limited,Legacy/Unstable,Fixed-Price,High,Extreme,Strategic,Advanced,Advanced,Partially Colocated,Excellent,Critical
3.0,543367.15,5.0,2.97,10.0,2.0,2.0,2.96,0.05,0.88,3.0,5.19,3.0,0.2,1.13,0.4,6.03,0.3,1.18,0.0,0.86,0.0,5.0,1.0,1.0,PROJ_3191,Healthcare,Scrum,Senior,Monitoring,Moderate,Medium,Familiar,High,Weak,External,Medium,Senior PM,Managed,Low,Excellent,0,Time & Materials,Low,High,First-time,Formal,Basic,Partially Colocated,Basic,Medium
34.0,2399378.86,36.0,9.56,22.0,0.0,4.0,1.68,0.62,0.7,2.0,2.77,3.0,0.0,0.88,0.87,7.52,0.85,0.18,4.0,0.7,0.0,5.0,4.0,1.0,PROJ_3192,Construction,Hybrid,Junior,Monitoring,Stable,Medium,New,Poor,Strong,External,High,Mid-level PM,Managed,High,Good,0,Fixed-Price,Low,Extreme,Occasional,Formal,Basic,Fully Remote,Good,Critical
9.0,402809.35,10.0,4.2,7.0,0.0,1.0,0.78,0.18,0.79,1.0,6.18,1.0,0.05,1.3,0.55,1.58,0.72,1.02,7.0,0.69,0.0,4.0,3.0,1.0,PROJ_3193,Healthcare,Agile,Mixed,Initiation,Moderate,Critical,New,Excellent,Strong,External,Critical,Mid-level PM,Managed,High,Good,0,Fixed-Price,Low,High,Occasional,Advanced,Basic,Hybrid,Basic,Medium
13.0,709494.56,16.0,7.28,11.0,3.0,2.0,2.56,0.18,0.78,2.0,8.03,1.0,0.12,1.19,0.06,4.41,0.53,0.73,1.0,0.44,0.35,9.0,6.0,1.0,PROJ_3194,IT,Agile,Expert,Execution,Moderate,Low,Expert,Medium,Strong,Internal,Low,Certified PM,Optimizing,Strict,Moderate,Mixed,Time & Materials,Low,Moderate,First-time,Formal,Advanced,Hybrid,Good,Low
17.0,1056238.4,18.0,4.51,13.0,2.0,2.0,0.27,0.27,0.53,0.0,6.05,5.0,0.0,0.94,0.71,8.25,0.54,0.13,7.0,0.87,0.0,11.0,4.0,1.0,PROJ_3195,Marketing,Waterfall,Senior,Closure,Volatile,High,New,High,Moderate,Mixed,High,Mid-level PM,Defined,High,Moderate,0,Fixed-Price,High,High,Strategic,0,Formal,Partially Colocated,Good,High
16.0,1309603.82,21.0,10.0,14.0,0.0,7.0,0.28,0.24,0.92,1.0,4.21,2.0,0.16,0.64,0.88,6.82,0.43,0.94,4.0,0.68,0.0,1.0,8.0,1.0,PROJ_3196,R&D,Scrum,Junior,Initiation,Stable,High,Familiar,Medium,Weak,Government,Medium,Mid-level PM,Ad-hoc,High,Limited,0,Time & Materials,Medium,Extreme,First-time,0,0,Fully Colocated,Good,Critical
14.0,962504.47,15.0,6.58,9.0,0.0,5.0,0.44,0.24,0.79,1.0,2.35,1.0,0.09,0.74,0.91,2.33,0.43,3.2,0.0,0.75,0.24,3.0,6.0,1.0,PROJ_3197,IT,Agile,Mixed,Execution,Moderate,Low,New,Poor,Moderate,Internal,High,Junior PM,Managed,Strict,Poor,Modern/Stable,Time & Materials,Low,Moderate,Occasional,Basic,Advanced,Fully Remote,Good,High
21.0,1826872.56,26.0,10.0,19.0,0.0,5.0,1.67,0.16,0.89,2.0,8.715,3.0,0.0,0.62,0.99,3.98,0.44,0.09,6.0,0.76,0.0,10.0,10.0,1.0,PROJ_3198,R&D,Agile,Mixed,Execution,Stable,Medium,New,Medium,Moderate,Internal,Critical,Senior PM,Ad-hoc,High,Limited,0,Time & Materials,High,Extreme,Regular,0,Basic,Fully Remote,Poor,Critical
5.0,425070.75,11.0,5.82,6.0,1.0,2.0,2.99,0.04,0.75,2.0,8.715,3.0,0.2,0.7,0.23,6.15,0.75,0.86,0.0,0.82,0.7000000000000001,4.0,3.0,1.0,PROJ_3199,IT,Scrum,Mixed,Closure,Volatile,Critical,New,Medium,Moderate,External,High,Junior PM,Ad-hoc,High,Limited,Modern/Stable,Time & Materials,High,Moderate,First-time,0,0,Partially Colocated,Basic,Critical
16.0,1565700.7,18.0,7.12,17.0,5.0,3.0,2.05,0.24,0.69,0.0,1.78,5.0,0.0,1.07,0.31,6.46,0.51,0.68,1.0,0.93,0.6,5.0,3.0,1.0,PROJ_3200,IT,Agile,Senior,Closure,Volatile,High,New,Poor,Strong,External,Critical,Mid-level PM,Defined,High,Moderate,Mixed,Cost-Plus,Medium,Extreme,Strategic,Formal,0,Fully Remote,Good,High
10.0,634986.18,8.0,3.64,11.0,1.0,2.0,0.97,0.53,0.76,3.0,1.9,4.0,0.12,1.19,0.6,4.25,0.51,1.41,1.0,0.79,0.7000000000000001,9.0,1.0,1.0,PROJ_3201,IT,Agile,Mixed,Planning,Stable,Low,Familiar,Poor,Weak,External,Critical,Mid-level PM,Optimizing,Strict,Limited,Mixed,Time & Materials,Medium,Stable,Occasional,Formal,Basic,Fully Colocated,Good,Medium
24.0,2077961.16,29.0,10.0,17.0,0.0,7.0,1.73,0.7,0.79,3.0,8.715,3.0,0.0,1.22,0.23,3.65,0.61,0.43,7.0,0.57,0.0,12.0,6.0,1.0,PROJ_3202,R&D,Scrum,Junior,Initiation,Moderate,High,Familiar,Excellent,Moderate,Internal,Critical,Certified PM,Managed,High,Poor,0,Hybrid,High,Extreme,Strategic,Formal,Formal,Partially Colocated,Poor,Critical
20.0,1010512.68,21.0,5.79,10.0,0.0,4.0,2.69,0.5,0.79,2.0,2.07,3.0,0.0,0.98,0.45,8.78,0.57,0.55,4.0,0.48,0.0,3.0,9.0,1.0,PROJ_3203,Construction,Waterfall,Mixed,Planning,Volatile,Low,Expert,Low,Strong,Internal,Critical,Senior PM,Defined,High,Moderate,0,Cost-Plus,Medium,Moderate,First-time,Basic,Formal,Hybrid,Good,High
8.0,822933.07,11.0,5.81,11.0,0.0,1.0,0.89,0.43,0.69,2.0,1.95,4.0,0.2,1.23,0.36,6.29,0.71,2.34,2.0,0.8,0.6,5.0,1.0,1.0,PROJ_3204,IT,Agile,Senior,Execution,Stable,Medium,Familiar,Excellent,Moderate,Mixed,Low,Junior PM,Managed,Strict,Good,Modern/Stable,Time & Materials,High,Moderate,Regular,Formal,Formal,Partially Colocated,Good,Medium
6.0,773174.96,13.0,4.73,11.0,3.0,4.0,1.33,0.13,0.64,1.0,2.5,4.0,0.0,0.9,0.27,5.67,0.52,0.44,5.0,0.52,0.58,10.0,2.0,1.0,PROJ_3205,IT,Agile,Senior,Execution,Moderate,High,Expert,High,Moderate,External,Medium,Senior PM,Defined,Strict,Good,Modern/Stable,Fixed-Price,Medium,Moderate,Strategic,Basic,Basic,Fully Remote,Good,Medium
14.0,1165823.39,19.0,8.91,12.0,0.0,4.0,1.23,0.22,0.81,2.0,1.42,5.0,0.15,0.89,0.47,8.26,0.34,1.64,0.0,0.42,0.66,10.0,1.0,1.0,PROJ_3206,IT,Scrum,Junior,Planning,Moderate,Medium,New,Low,Moderate,Internal,Critical,Mid-level PM,Defined,High,Moderate,Mixed,Fixed-Price,Medium,Moderate,Occasional,Basic,Basic,Hybrid,Excellent,Critical
7.0,880571.6,17.0,7.51,12.0,3.0,2.0,2.53,0.04,0.76,0.0,5.5,5.0,0.09,1.23,0.23,2.16,0.92,0.62,3.0,0.81,0.7000000000000001,11.0,3.0,1.0,PROJ_3207,IT,Kanban,Senior,Monitoring,Stable,Medium,Expert,High,Moderate,External,High,Senior PM,Optimizing,High,Excellent,Modern/Stable,Fixed-Price,Low,Moderate,Occasional,Basic,Formal,Fully Remote,Poor,Low
26.0,2181103.39,25.0,10.0,21.0,1.0,5.0,1.55,0.64,0.84,0.0,2.65,2.0,0.0,0.86,0.09,4.14,0.82,3.14,3.0,0.75,0.0,3.0,7.0,1.0,PROJ_3208,R&D,Scrum,Mixed,Closure,Stable,Critical,Expert,Poor,Moderate,External,High,Senior PM,Defined,Medium,Limited,0,Cost-Plus,Medium,High,Regular,Basic,Basic,Partially Colocated,Poor,Medium
19.0,1539511.15,23.0,9.57,17.0,1.0,6.0,0.5,0.35,0.82,1.0,2.23,1.0,0.04,0.72,0.99,2.61,0.77,0.63,2.0,0.76,0.0,5.0,1.0,1.0,PROJ_3209,R&D,Scrum,Mixed,Closure,Moderate,Low,New,Medium,Weak,Mixed,Medium,Mid-level PM,Ad-hoc,High,Limited,0,Fixed-Price,High,High,Occasional,0,0,Hybrid,Basic,Critical
10.0,787289.98,15.0,6.58,11.0,5.0,3.0,0.3,0.41,0.46,3.0,5.72,1.0,0.09,0.95,0.57,6.62,0.89,0.77,7.0,0.79,0.28,7.0,6.0,1.0,PROJ_3210,IT,Scrum,Senior,Monitoring,Volatile,Medium,Expert,Poor,Moderate,Government,Low,Certified PM,Optimizing,Strict,Moderate,Mixed,Hybrid,Low,Moderate,First-time,Basic,Advanced,Fully Remote,Excellent,Medium
10.0,581751.65,12.0,5.25,6.0,4.0,2.0,0.99,0.36,0.82,2.0,3.18,4.0,0.09,0.83,0.78,3.0,0.34,1.27,5.0,0.54,0.23,7.0,2.0,1.0,PROJ_3211,IT,Agile,Expert,Initiation,Moderate,High,Familiar,Medium,Weak,Government,Low,Certified PM,Optimizing,Low,Good,Mixed,Fixed-Price,Low,Stable,Occasional,Advanced,0,Hybrid,Good,Low
27.0,2031947.71,26.0,7.16,15.0,0.0,3.0,0.72,0.64,0.68,0.0,2.63,4.0,0.0,0.7,0.62,6.38,0.48,0.99,2.0,0.83,0.0,3.0,3.0,1.0,PROJ_3212,Construction,Hybrid,Junior,Initiation,Volatile,Critical,Expert,Low,Moderate,Mixed,High,Junior PM,Ad-hoc,High,Poor,0,Cost-Plus,Medium,Moderate,Occasional,0,0,Fully Colocated,Poor,Critical
26.0,1497760.49,22.0,4.98,10.0,3.0,4.0,1.1,0.2,0.82,0.0,1.97,1.0,0.0,1.1,0.56,4.25,0.4,0.41,3.0,0.76,0.0,9.0,9.0,1.0,PROJ_3213,Construction,Waterfall,Senior,Closure,Moderate,Critical,New,High,Moderate,Mixed,Low,Certified PM,Optimizing,Medium,Good,0,Cost-Plus,High,High,Regular,Advanced,Formal,Partially Colocated,Excellent,Low
